date,platform,product_id,duration,billing_cycle,purchases
2018-07-06,iOS,1month_trial_old,1,5,2
2018-07-07,iOS,1month_trial_old,1,1,58
2018-07-07,iOS,1month_trial_old,1,2,17
2018-07-07,iOS,1month_trial_old,1,4,1
2018-07-07,iOS,1month_trial_old,1,5,4
2018-07-08,iOS,1month_trial_old,1,1,48
2018-07-08,iOS,1month_trial_old,1,2,19
2018-07-08,iOS,1month_trial_old,1,3,2
2018-07-08,iOS,1month_trial_old,1,4,3
2018-07-08,iOS,1month_trial_old,1,5,1
2018-07-09,iOS,1month_trial_old,1,1,64
2018-07-09,iOS,1month_trial_old,1,2,25
2018-07-09,iOS,1month_trial_old,1,4,1
2018-07-09,iOS,1month_trial_old,1,5,5
2018-07-10,iOS,1month_trial_old,1,1,34
2018-07-10,iOS,1month_trial_old,1,2,17
2018-07-10,iOS,1month_trial_old,1,3,1
2018-07-10,iOS,1month_trial_old,1,4,1
2018-07-10,iOS,1month_trial_old,1,5,9
2018-07-11,iOS,1month_trial_old,1,1,60
2018-07-11,iOS,1month_trial_old,1,2,19
2018-07-11,iOS,1month_trial_old,1,3,1
2018-07-11,iOS,1month_trial_old,1,4,1
2018-07-11,iOS,1month_trial_old,1,5,2
2018-07-12,iOS,1month_trial_old,1,1,47
2018-07-12,iOS,1month_trial_old,1,2,22
2018-07-12,iOS,1month_trial_old,1,3,1
2018-07-12,iOS,1month_trial_old,1,4,2
2018-07-12,iOS,1month_trial_old,1,5,1
2018-07-13,iOS,1month_trial_old,1,1,48
2018-07-13,iOS,1month_trial_old,1,2,25
2018-07-13,iOS,1month_trial_old,1,3,3
2018-07-13,iOS,1month_trial_old,1,5,3
2018-07-14,iOS,1month_trial_old,1,1,59
2018-07-14,iOS,1month_trial_old,1,2,21
2018-07-14,iOS,1month_trial_old,1,4,5
2018-07-14,iOS,1month_trial_old,1,5,2
2018-07-14,iOS,1month_trial_old,1,6,3
2018-07-15,iOS,1month_trial_old,1,1,58
2018-07-15,iOS,1month_trial_old,1,2,31
2018-07-15,iOS,1month_trial_old,1,3,2
2018-07-15,iOS,1month_trial_old,1,4,1
2018-07-15,iOS,1month_trial_old,1,5,3
2018-07-15,iOS,1month_trial_old,1,6,3
2018-07-16,iOS,1month_trial_old,1,1,46
2018-07-16,iOS,1month_trial_old,1,2,35
2018-07-16,iOS,1month_trial_old,1,5,2
2018-07-16,iOS,1month_trial_old,1,6,2
2018-07-17,iOS,1month_trial_old,1,1,52
2018-07-17,iOS,1month_trial_old,1,2,32
2018-07-17,iOS,1month_trial_old,1,3,1
2018-07-17,iOS,1month_trial_old,1,4,2
2018-07-17,iOS,1month_trial_old,1,5,3
2018-07-17,iOS,1month_trial_old,1,6,5
2018-07-18,iOS,1month_trial_old,1,1,44
2018-07-18,iOS,1month_trial_old,1,2,16
2018-07-18,iOS,1month_trial_old,1,3,2
2018-07-18,iOS,1month_trial_old,1,4,1
2018-07-18,iOS,1month_trial_old,1,5,1
2018-07-18,iOS,1month_trial_old,1,6,5
2018-07-19,iOS,1month_trial_old,1,1,52
2018-07-19,iOS,1month_trial_old,1,2,27
2018-07-19,iOS,1month_trial_old,1,3,2
2018-07-19,iOS,1month_trial_old,1,6,4
2018-07-20,iOS,1month_trial_old,1,1,43
2018-07-20,iOS,1month_trial_old,1,2,26
2018-07-20,iOS,1month_trial_old,1,5,1
2018-07-20,iOS,1month_trial_old,1,6,3
2018-07-21,iOS,1month_trial_old,1,1,47
2018-07-21,iOS,1month_trial_old,1,2,31
2018-07-21,iOS,1month_trial_old,1,3,2
2018-07-21,iOS,1month_trial_old,1,4,1
2018-07-21,iOS,1month_trial_old,1,5,1
2018-07-21,iOS,1month_trial_old,1,6,3
2018-07-22,iOS,1month_trial_old,1,1,66
2018-07-22,iOS,1month_trial_old,1,2,25
2018-07-22,iOS,1month_trial_old,1,3,2
2018-07-22,iOS,1month_trial_old,1,5,1
2018-07-22,iOS,1month_trial_old,1,6,4
2018-07-23,iOS,1month_trial_old,1,1,55
2018-07-23,iOS,1month_trial_old,1,2,31
2018-07-23,iOS,1month_trial_old,1,3,1
2018-07-23,iOS,1month_trial_old,1,5,2
2018-07-23,iOS,1month_trial_old,1,6,3
2018-07-24,iOS,1month_trial_old,1,1,45
2018-07-24,iOS,1month_trial_old,1,2,31
2018-07-24,iOS,1month_trial_old,1,3,4
2018-07-24,iOS,1month_trial_old,1,5,3
2018-07-24,iOS,1month_trial_old,1,6,4
2018-07-25,iOS,1month_trial_old,1,1,50
2018-07-25,iOS,1month_trial_old,1,2,30
2018-07-25,iOS,1month_trial_old,1,3,5
2018-07-25,iOS,1month_trial_old,1,6,3
2018-07-26,iOS,1month_trial_old,1,1,54
2018-07-26,iOS,1month_trial_old,1,2,27
2018-07-26,iOS,1month_trial_old,1,3,4
2018-07-26,iOS,1month_trial_old,1,5,2
2018-07-26,iOS,1month_trial_old,1,6,3
2018-07-27,iOS,1month_trial_old,1,1,50
2018-07-27,iOS,1month_trial_old,1,2,37
2018-07-27,iOS,1month_trial_old,1,4,1
2018-07-27,iOS,1month_trial_old,1,5,2
2018-07-27,iOS,1month_trial_old,1,6,2
2018-07-28,iOS,1month_trial_old,1,1,64
2018-07-28,iOS,1month_trial_old,1,2,29
2018-07-28,iOS,1month_trial_old,1,3,1
2018-07-28,iOS,1month_trial_old,1,4,2
2018-07-28,iOS,1month_trial_old,1,6,4
2018-07-29,iOS,1month_trial_old,1,1,54
2018-07-29,iOS,1month_trial_old,1,2,45
2018-07-29,iOS,1month_trial_old,1,4,2
2018-07-29,iOS,1month_trial_old,1,6,2
2018-07-30,iOS,1month_trial_old,1,1,54
2018-07-30,iOS,1month_trial_old,1,2,29
2018-07-30,iOS,1month_trial_old,1,3,4
2018-07-30,iOS,1month_trial_old,1,4,1
2018-07-30,iOS,1month_trial_old,1,5,4
2018-07-30,iOS,1month_trial_old,1,6,1
2018-07-31,iOS,1month_trial_old,1,1,59
2018-07-31,iOS,1month_trial_old,1,2,13
2018-07-31,iOS,1month_trial_old,1,3,4
2018-07-31,iOS,1month_trial_old,1,4,2
2018-07-31,iOS,1month_trial_old,1,6,1
2018-08-01,iOS,1month_trial_old,1,1,57
2018-08-01,iOS,1month_trial_old,1,2,27
2018-08-01,iOS,1month_trial_old,1,3,1
2018-08-01,iOS,1month_trial_old,1,4,1
2018-08-01,iOS,1month_trial_old,1,6,3
2018-08-02,iOS,1month_trial_old,1,1,51
2018-08-02,iOS,1month_trial_old,1,2,26
2018-08-02,iOS,1month_trial_old,1,3,4
2018-08-02,iOS,1month_trial_old,1,6,4
2018-08-03,iOS,1month_trial_old,1,1,47
2018-08-03,iOS,1month_trial_old,1,2,22
2018-08-03,iOS,1month_trial_old,1,3,7
2018-08-03,iOS,1month_trial_old,1,5,1
2018-08-03,iOS,1month_trial_old,1,6,3
2018-08-04,iOS,1month_trial_old,1,1,55
2018-08-04,iOS,1month_trial_old,1,2,33
2018-08-04,iOS,1month_trial_old,1,3,9
2018-08-04,iOS,1month_trial_old,1,4,2
2018-08-04,iOS,1month_trial_old,1,5,1
2018-08-04,iOS,1month_trial_old,1,6,3
2018-08-05,iOS,1month_trial_old,1,1,54
2018-08-05,iOS,1month_trial_old,1,2,34
2018-08-05,iOS,1month_trial_old,1,3,7
2018-08-05,iOS,1month_trial_old,1,4,3
2018-08-05,iOS,1month_trial_old,1,6,1
2018-08-06,iOS,1month_trial_old,1,1,50
2018-08-06,iOS,1month_trial_old,1,2,33
2018-08-06,iOS,1month_trial_old,1,3,13
2018-08-06,iOS,1month_trial_old,1,4,1
2018-08-06,iOS,1month_trial_old,1,5,1
2018-08-06,iOS,1month_trial_old,1,6,2
2018-08-07,iOS,1month_trial_old,1,1,55
2018-08-07,iOS,1month_trial_old,1,2,32
2018-08-07,iOS,1month_trial_old,1,3,16
2018-08-07,iOS,1month_trial_old,1,5,1
2018-08-07,iOS,1month_trial_old,1,6,3
2018-08-08,iOS,1month_trial_old,1,1,43
2018-08-08,iOS,1month_trial_old,1,2,24
2018-08-08,iOS,1month_trial_old,1,3,12
2018-08-08,iOS,1month_trial_old,1,4,2
2018-08-08,iOS,1month_trial_old,1,5,1
2018-08-09,iOS,1month_trial_old,1,1,57
2018-08-09,iOS,1month_trial_old,1,2,40
2018-08-09,iOS,1month_trial_old,1,3,18
2018-08-09,iOS,1month_trial_old,1,5,1
2018-08-09,iOS,1month_trial_old,1,6,4
2018-08-10,iOS,1month_trial_old,1,1,54
2018-08-10,iOS,1month_trial_old,1,2,22
2018-08-10,iOS,1month_trial_old,1,3,12
2018-08-10,iOS,1month_trial_old,1,4,1
2018-08-10,iOS,1month_trial_old,1,5,1
2018-08-10,iOS,1month_trial_old,1,6,8
2018-08-11,iOS,1month_trial_old,1,1,64
2018-08-11,iOS,1month_trial_old,1,2,43
2018-08-11,iOS,1month_trial_old,1,3,16
2018-08-11,iOS,1month_trial_old,1,4,1
2018-08-11,iOS,1month_trial_old,1,5,1
2018-08-11,iOS,1month_trial_old,1,6,2
2018-08-12,iOS,1month_trial_old,1,1,35
2018-08-12,iOS,1month_trial_old,1,2,31
2018-08-12,iOS,1month_trial_old,1,3,14
2018-08-12,iOS,1month_trial_old,1,4,1
2018-08-12,iOS,1month_trial_old,1,5,2
2018-08-12,iOS,1month_trial_old,1,6,1
